sentence_id|generated_sentence|language
LJ011-0165|who had plausibly explained that he had only recently been engaged at Shrigley.|English
LJ011-0166|The road taken was via Manchester, where the servant said a Dr. Hull was to be picked up to go on with them to Shrigley.|English
LJ011-0167|At Manchester, however, the carriage stopped at the Albion Hotel.|English
LJ011-0168|Miss Turner was shown into a private room, where Mr. Wakefield soon presented himself.|English
LJ011-0169|Miss Turner, not knowing him, would have left the room, but he said he came from her father, and she remained.|English
LJ011-0170|Wakefield, in reply to her inquiries, satisfied her that her mother was well, and that the real reason for summoning her from school|English
LJ011-0171|was the state of her father's affairs.|English
LJ011-0172|Mr. Turner was on the verge of bankruptcy. He was at that moment at Kendal, and wished her to join him there at once.|English
LJ011-0173|Miss Turner consented to go on, and they traveled night and day towards the north.|English
LJ011-0174|But at Kendal there was no Mr. Turner, and, to allay Miss Turner's growing anxiety,|English
LJ011-0175|Wakefield found it necessary to become more explicit regarding her father's affairs.|English
LJ011-0176|He now pretended that Mr. Turner was also on his way to the border, pursued by sheriffs' officers.|English
LJ011-0177|The fact was, Wakefield went on to say, an uncle of his had advanced Mr. Turner sixty thousand pounds, which had temporarily staved off ruin.|English
LJ011-0178|But another bank had since failed, and nothing could save Mr. Turner but the transfer of some property to Miss Turner, and its settlement on her,|English
LJ011-0179|"so that it might become the exclusive property of her husband, ""whoever he might be."""|English
LJ011-0180|Wakefield added that it had been suggested he should marry Miss Turner, but that he had laughed at the idea.|English
LJ011-0181|Wakefield's uncle took the matter more seriously, and declared that unless the marriage came off Mr. Turner must be sold up.|English
LJ011-0182|Miss Turner, thus pressed, consented to go on to Gretna Green.|English
LJ011-0183|Passing through Carlisle, she was told that Mr. Turner was in the town, but could not show himself.|English
LJ011-0184|Nothing could release him from his trouble but the arrival of the marriage certificate from Gretna Green.|English
LJ011-0185|Filial affection rose superior to all scruples, and Miss Turner, having crossed the border, was married to Wakefield|English
LJ011-0186|by the blacksmith in the usual way.|English
LJ011-0187|Returning to Carlisle, she now heard that her father had been set free, and had gone home to Shrigley, whither they were to follow him.|English
LJ011-0188|They set out, but at Leeds Wakefield found himself called suddenly to Paris;|English
LJ011-0189|the other brother was accordingly sent on a pretended mission to Shrigley to bring Mr. Turner on to London, whither Wakefield and Miss Turner also proceeded.|English
LJ011-0190|On arrival, Wakefield pretended that they had missed Mr. Turner, and must follow him over to France.|English
LJ011-0191|The strangely-married couple thereupon pressed on to Dover, and crossed over to Calais.|English
LJ011-0192|The fact of the abduction did not transpire for some days.|English
LJ011-0193|Then Mrs. Daulby learnt that Miss Turner had not arrived at Shrigley, but that she had gone to Manchester.|English
LJ011-0194|Friends went in pursuit and traced her to Huddersfield and further north.|English
LJ011-0195|The terror and dismay of her parents were soon intensified by the receipt of a letter from Wakefield, at Carlisle, announcing the marriage.|English
LJ011-0196|Mr. Turner at once set off for London, where he sought the assistance of the police,|English
LJ011-0197|and presently ascertained that Wakefield had gone to the Continent with his involuntary bride.|English
LJ011-0198|An uncle of Miss Wakefield's, accompanied by his solicitor and a Bow Street runner, at once went in pursuit.|English
LJ011-0199|Meanwhile, a second letter turned up from Wakefield at Calais, in which he assured Mrs. Turner that Miss Turner was fondly attached to him,|English
LJ011-0200|"and went on to say, ""I do assure you, madam, that it shall be the anxious endeavor of my life to promote her happiness by every means in my power."""|English
LJ011-0201|The game, however, was nearly up. Miss Turner was met by her uncle on Calais pier as she was walking with Wakefield.|English
LJ011-0202|The uncle claimed her. The husband resisted.|English
LJ011-0203|Monsieur le Maire was appealed to, and decided to leave it to the young lady, who at once abandoned Wakefield.|English
LJ011-0204|"As he still urged his rights over his wife, Miss Turner cried out in protest, ""No, no, I am not his wife;"|English
LJ011-0205|he carried me away by fraud and stratagem, and forced me to accompany him to Gretna Green|English
LJ011-0206|By the same forcible means I was compelled to quit England, and to trust myself to the protection of this person,|English
LJ011-0207|whom I never saw until I was taken from Liverpool, and never want to see again.|English
LJ011-0208|On this Wakefield gave in.|English
LJ011-0209|He surrendered the bride who had never been a wife, and she returned to England with her friends, while Wakefield went on alone to Paris.|English
LJ011-0210|Mr. William Wakefield was arrested at Dover, conveyed to Chester, and committed to Lancaster Jail for trial at the next assizes,|English
LJ011-0211|"when indictments were preferred against both brothers ""for having carried away Ellen Turner, spinster,"|English
LJ011-0212|then a maid and heir apparent unto her father, for the sake of the lucre of her substance; and for having afterwards unlawfully and against her will|English
LJ011-0213|married the said Ellen Turner.|English
LJ011-0214|They were tried in March of the following year, Edward Wakefield having apparently given himself up,|English
LJ011-0215|and found guilty, remaining in Lancaster Jail for a couple of months, when they were brought up to the court of King's Bench for judgment.|English
LJ011-0216|The prosecution pressed for a severe penalty. Edward Wakefield pleaded that his trial had already cost him three thousand pounds.|English
LJ011-0217|Mr. Justice Bayley, in summing up,|English
LJ011-0218|spoke severely of the gross deception practiced upon an innocent girl, and sentenced the brothers each to three years' imprisonment,|English
LJ011-0219|William Wakefield in Lancaster Jail, and Edward Gibbon Wakefield in Newgate, which sentences were duly enforced.|English
LJ011-0220|The marriage was annulled by an Act of Parliament, although Wakefield petitioned against it,|English
LJ011-0221|and was brought from Newgate, at his own request, to oppose the second reading of the bill.|English
LJ011-0222|He also wrote and published a pamphlet from the jail to show that Miss Turner had been a consenting party to the marriage, and was really his wife.|English
LJ011-0223|Neither his address nor his pamphlet availed much, for the bill for the divorce passed both Houses.|English
LJ011-0224|That Mr. Wakefield was a shrewd critic and close observer of all that went on in the Newgate of those days,|English
LJ011-0225|"will be admitted by those who have read his book on ""the punishment of death,"|English
LJ011-0226|which was based on his jail experiences, and of which I have availed myself in the last chapter.|English
LJ011-0227|After their release from Lancaster and Newgate respectively, both Wakefields went abroad.|English
LJ011-0228|Mr. W. Wakefield served in a continental army, and rose to the rank of colonel,|English
LJ011-0229|after which he went to New Zealand, and held an important post in that colony.|English
LJ011-0230|Mr. E. G. Wakefield took part in the scheme for the colonization of North Australia, and for some years resided in that colony.|English
LJ011-0231|Miss Turner subsequently married Mr. Legh of Lym Hall, Cheshire.|English
LJ011-0232|It must not be imagined that although highway robbery was now nearly extinct, and felonious outrages in the streets were rare,|English
LJ011-0233|that thieves or depredators were idle or entirely unsuccessful.|English
LJ011-0234|"Bigger ""jobs"" than ever were planned and attempted,"|English
LJ011-0235|as in the burglary at Lambeth Palace, when the thieves were fortunately disappointed, the archbishop having, before he left town,|English
LJ011-0236|sent his plate-chests, eight in number, to the silversmith's for greater security.|English
LJ011-0237|The jewelers were always a favorite prey of the London thieves.|English
LJ011-0238|Shops were broken into, as when that of Grimaldi and Johnson, in the Strand, was robbed of watches to the value of six thousand pounds.|English
LJ011-0239|Where robbery with violence was intended, the perpetrators had now to adopt various shifts and contrivances to secure their victim.|English
LJ011-0240|No more curious instance of this ever occurred than the assault made by one Howard upon a Mr. Mullay, with intent to rob him.|English
LJ011-0241|The latter had advertised, offering a sum of one thousand pounds to anyone who would introduce him to some mercantile equipment.|English
LJ011-0242|Howard replied, desiring Mr. Mullay to call upon him in a house in Red Lion Square.|English
LJ011-0243|Mr. Mullay went, and a second interview was agreed upon, when a third person, Mr. Owen,|English
LJ011-0244|through whose interest an appointment under Government was to be obtained for Mullay, would be present.|English
LJ011-0245|Mr. Mullay called again, taking with him five hundred pounds in cash. Howard discovered this, and his manner was very suspicious;|English
LJ011-0246|there were weapons in the room -- a long knife, a heavy trap-ball bat, and a poker.|English
LJ011-0247|Mr. Mullay became alarmed, and as Mr. Owen did not appear, withdrew;|English
LJ011-0248|Howard, strange to say, making no attempt to detain him; probably because Mullay promised to return a few days later, and to bring more money.|English
LJ011-0249|On this renewed visit Mr. Owen was still absent, and Mr. Mullay agreed to write him a note from a copy Howard gave him.|English
LJ011-0250|While thus engaged, Howard thrust the poker into the fire.|English
LJ011-0251|Mullay protested, and then Howard, under the influence of ungovernable rage, as it seemed, jumped up,|English
LJ011-0252|locked the door, and attacked Mullay violently with the trap-ball bat and knife.|English
LJ011-0253|Mullay defended himself, and managed to break the knife, but not before he had cut himself severely.|English
LJ011-0254|"A life and death struggle ensued. Mullay cried ""Murder!"""|English
LJ011-0255|Howard swore he would finish him, but proved the weaker of the two, and Mullay got him down on the floor.|English
LJ011-0256|By this time the neighbors were aroused, and several people came to the scene of the affray.|English
LJ011-0257|Howard was secured, given into custody, and committed to Newgate.|English
LJ011-0258|The defense he set up was, that Mullay had used epithets towards him while they were negotiating a business matter,|English
LJ011-0259|and that, being an irritable temper, he had struck Mullay, after which a violent scuffle took place.|English
LJ011-0260|It was, however, proved that Howard was in needy circumstances, and that his proposals to Mr. Mullay could only have originated in a desire to rob him.|English
LJ011-0261|He was found guilty of an assault with intent, and sentenced to transportation for fourteen years.|English
LJ011-0262|A more complicated and altogether most extraordinary case of assault, with intent to extort money, occurred a few years later.|English
LJ011-0263|It was perpetrated upon a respectable country solicitor,|English
LJ011-0264|Mr. Gee, of Bishop Stortford, who administered the estate of a certain Mr. Canning, deceased.|English
LJ011-0265|This Mr. Canning had left his widow a life interest in two thousand pounds so long as she remained unmarried.|English
LJ011-0266|The money went after her to her children.|English
LJ011-0267|Mr. Gee had invested one thousand two hundred pounds of this, and was seeking how best to place the remaining eight hundred pounds,|English
LJ011-0268|when he was asked to meet a Mr. Heath in London with regard to the sale of certain lands at Bishop Stortford.|English
LJ011-0269|An appointment was made and kept by Mr. Gee,|English
LJ011-0270|but on arrival he was met by a young sailor with a letter which begged Mr. Gee to go to Heath's house, as the latter was not well.|English
LJ011-0271|Mr. Gee went in the coach sent for him, and alighted at twenty-seven, York Street, West, Commercial Road.|English
LJ011-0272|The coach immediately drove off; Mr. Gee entered the house, asked for Mr. Heath, was told he would find him in the back kitchen at breakfast.|English
LJ011-0273|He was about to descend the stairs when three persons, one of them the young sailor,|English
LJ011-0274|fell upon him, and in spite of his resistance carried him into a sort of den partitioned off at the end of the back kitchen.|English
LJ011-0275|There he was seated on some sort of wooden bench and securely fastened.|English
LJ011-0276|A chain fixed to staples at his back passed round his chest under his arms, and was padlocked on the left side;|English
LJ011-0277|his feet were bound with cords and made fast to rings in the floor. Thus manacled, one of the party, who pretended to be Mrs. Canning's brother,|English
LJ011-0278|addressed him, insisting that he should forthwith sign a cheque for the eight hundred pounds of the Canning inheritance still uninvested,|English
LJ011-0279|and write an order sufficient to secure the surrender of the other one thousand two hundred pounds.|English
LJ011-0280|Mr. Gee at first stoutly refused.|English
LJ011-0281|Then, as they warned him that he would be kept a prisoner in total darkness in this horrible den until he agreed to their demands,|English
LJ011-0282|he gave in, and signed the documents thus illegally extorted.|English
LJ011-0283|One was a cheque for eight hundred pounds on his bankers, the other an order to Mr. Bell of Newport, Essex, requesting the surrender of a deed.|English
LJ011-0284|His captors having thus succeeded in their designs, left him, no doubt to realize the money.|English
LJ011-0285|The door of his place of durance stood open, and Mr. Gee began to consider whether he might not escape.|English
LJ011-0286|For three hours he struggled without success with his bonds,|English
LJ011-0287|but at length managed to wriggle out of the chain which confined his body, and soon loosened the ropes round his feet.|English
LJ011-0288|Thus free, he eluded the vigilance of two of the party, who were at dinner in the front kitchen,|English
LJ011-0289|and creeping out into the garden at the back, climbed the wall, and got into the street.|English
LJ011-0290|His first act was to send a messenger to stop the cheque and the order to Mr. Bell, his next to seek the help of the police.|English
LJ011-0291|Two Bow Street runners were dispatched to the house in York Street, which had evidently been taken on purpose for the outrage.|English
LJ011-0292|There was no furniture in the place, and the den in the kitchen had been recently and specially constructed of boards of immense strength and thickness.|English
LJ011-0293|It was a cell five feet by three, within another, the intervening being filled with rammed earth to deaden the sound.|English
LJ012-0001|The Chronicles of Newgate, Volume two. By Arthur Griffiths. Section fifteen: Newgate notorieties, part three|English
LJ012-0002|On the arrival of the police the house was empty.|English
LJ012-0003|The two men on guard had gone off immediately after Mr. Gee had escaped, but they returned later in the day, and were apprehended.|English
LJ012-0004|Inquiries set on foot also elicited the suspicion that the person who had represented Mrs. Canning's brother|English
LJ012-0005|was a blind man named Edwards, who had taken this house in York Street, and who was known to be a frequent visitor at Mrs. Canning's.|English
LJ012-0006|A watch was set on him at her house, where he was soon afterwards arrested.|English
LJ012-0007|Edwards, whom Mr. Gee easily identified with the others, at once admitted that he was the prime mover of the conspiracy.|English
LJ012-0008|He had sought by all legal means to obtain possession of the two thousand pounds, but had failed, and had had recourse to more violent means.|English
LJ012-0009|It turned out that he was really married to Mrs. Canning,|English
LJ012-0010|both having been recognized by the clergyman who had performed the ceremony, and the assault had been committed to secure the money|English
LJ012-0011|which Mrs. Canning had lost by remarriage.|English
LJ012-0012|All three men were committed for trial, although Edwards wished to exculpate the others as having only acted under his order.|English
LJ012-0013|At the trial the indictment charging them with felony could not be sustained, but they were found guilty of conspiracy and assault.|English
LJ012-0014|Edwards was sentenced to two years' imprisonment in Newgate,|English
LJ012-0015|Weedon and Lecasser to twelve and six months respectively in Coldbath Fields.|English
LJ012-0016|At no period could thieves in London or elsewhere have prospered had they been unable to dispose of their ill-gotten goods.|English
LJ012-0017|The trade of fence, or receiver, therefore, is very nearly as old as the crimes which it so obviously fostered.|English
LJ012-0018|One of the most notorious, and for a time most successful practitioners in this illicit trade, passed through Newgate in eighteen thirty-one.|English
LJ012-0019|The name of Ikey Solomons was long remembered by thief and thief-taker.|English
LJ012-0020|He began as an itinerant street vendor at eight, at ten he passed bad money,|English
LJ012-0021|"at fourteen he was a pickpocket and a ""duffer,"" or a seller of sham goods."|English
LJ012-0022|He early saw the profits to be made out of purchasing stolen goods, but could not embark in it at first for want of capital.|English
LJ012-0023|He was taken up when still in his teens for stealing a pocketbook, and was sentenced to transportation, but did not get beyond the hulks at Chatham.|English
LJ012-0024|"On his release an uncle, a slop-seller in Chatham, gave him a situation as ""barker,"" or salesman,"|English
LJ012-0025|at which he realized one hundred fifty pounds within a couple of years.|English
LJ012-0026|With this capital he returned to London and set up as a fence.|English
LJ012-0027|He had such great aptitude for business, and such a thorough knowledge of the real value of goods,|English
LJ012-0028|that he was soon admitted to be one of the best judges known of all kinds of property, from a glass bottle to a five hundred guinea chronometer.|English
LJ012-0029|But he never paid more than a fixed price for all articles of the same class, whatever their intrinsic value.|English
LJ012-0030|Thus, a watch was paid for as a watch, whether it was of gold or silver; a piece of linen as such, whether the stuff was coarse or fine.|English
LJ012-0031|This rule in dealing with stolen goods continues to this day, and has made the fortune of many since Ikey.|English
LJ012-0032|Solomons also established a system of provincial agency, by which stolen goods were passed on from London to the seaports, and so abroad.|English
LJ012-0033|Jewels were re-set,|English
LJ012-0034|diamonds refaced; all marks by which other articles might be identified, the selvages of linen, the stamps on shoes,|English
LJ012-0035|the number and names on watches, were carefully removed or obliterated after the goods passed out of his hands.|English
LJ012-0036|On one occasion the whole of the proceeds of a robbery from a boot shop was traced to Solomons';|English
LJ012-0037|the owner came with the police, and was morally convinced that it was his property,|English
LJ012-0038|but could not positively identify it, and Ikey defied them to remove a single shoe.|English
LJ012-0039|In the end the injured bootmaker agreed to buy back his stolen stock|English
LJ012-0040|at the price Solomons had paid for it, and it cost him about a hundred pounds to re-stock his shop with his own goods.|English
LJ012-0041|As a general rule Ikey Solomons confined his purchases to small articles, mostly of jewelery and plate,|English
LJ012-0042|which he kept concealed in a hiding-place with a trap-door just under his bed.|English
LJ012-0043|He lived in Rosemary Lane, and sometimes he had as much as twenty thousand pounds worth of goods secreted on the premises.|English
LJ012-0044|When his trade was busiest he set up a second establishment, at the head of which, although he was married,|English
LJ012-0045|he put another lady, with whom he was on intimate terms.|English
LJ012-0046|The second house was in Lower Queen Street, Islington, and he used it for some time as a depot for valuables.|English
LJ012-0047|But it was eventually discovered by Mrs. Solomons, a very jealous wife,|English
LJ012-0048|and this, with the danger arising from an extensive robbery of watches in Cheapside, in which Ikey was implicated as a receiver,|English
LJ012-0049|led him to think seriously of trying his fortunes in another land.|English
LJ012-0050|He was about to emigrate to New South Wales, when he was arrested at Islington and committed to Newgate on a charge of receiving stolen goods.|English
LJ012-0051|While thus incarcerated he managed to escape from custody, but not actually from jail, by an ingenious contrivance which is worth mentioning.|English
LJ012-0052|He claimed to be admitted to bail, and was taken from Newgate on a writ of habeas before one of the judges sitting at Westminster.|English
LJ012-0053|He was conveyed in a coach driven by a confederate, and under the escort of a couple of turnkeys.|English
LJ012-0054|"Solomons, while waiting to appear in court, persuaded the turnkeys to take him to a public-house, where all might ""refresh."""|English
LJ012-0055|While there he was joined by his wife and other friends.|English
LJ012-0056|After a short carouse the prisoner went into Westminster, his case was heard, bail refused, and he was ordered back to Newgate.|English
LJ012-0057|But he once more persuaded the turnkeys to pause at the public, where more liquor was consumed.|English
LJ012-0058|When the journey was resumed, Mrs. Solomons accompanied her husband in the coach. Half-way to Newgate she was taken with a fit.|English
LJ012-0059|One turnkey was stupidly drunk, and Ikey persuaded the other, who was not much better,|English
LJ012-0060|to let the coach change and pass Petticoat Lane en route to the jail, where the suffering woman might be handed over to her friends.|English
LJ012-0061|On stopping at a door in this low street, Ikey jumped out, ran into the house, slamming the door behind him.|English
LJ012-0062|He passed through and out at the back, and was soon beyond pursuit.|English
LJ012-0063|By-and-by the turnkeys, sobered by their loss, returned to Newgate alone, and pleaded in excuse that they had been drugged.|English
LJ012-0064|Ikey left no traces, and the police could hear nothing of him. He had in fact gone out of the country, to Copenhagen, whence he passed on to New York.|English
LJ012-0065|There he devoted himself to the circulation of forged notes. He was also anxious to do business in watches,|English
LJ012-0066|"and begged his wife to send him over a consignment of cheap ""righteous"" watches, or such as had been honestly obtained, and not ""on the cross."""|English
LJ012-0067|But Mrs. Solomons could not resist the temptation to dabble in stolen goods, and she was found shipping watches of the wrong category to New York.|English
LJ012-0068|For this she received a sentence of fourteen years' transportation, and was sent to Van Diemen's Land.|English
LJ012-0069|Ikey joined her at Hobart Town, where they set up a general shop, and soon began to prosper.|English
LJ012-0070|He was, however, recognized, and ere long an order came out from home for his arrest and transfer to England,|English
LJ012-0071|which presently followed, and again found himself an inmate of Newgate, waiting trial as a receiver and a prison-breaker.|English
LJ012-0072|He was indicted on eight charges, two only of which were substantiated, but on each of them he received a sentence of seven years' transportation.|English
LJ012-0073|At his own request he was reconveyed to Hobart Town, where his son had been carrying on the business.|English
LJ012-0074|"Whether Ikey was ""assigned"" to his own family is not recorded, but no doubt he succeeded to his own property when the term of servitude had expired."|English
LJ012-0075|No doubt, on the removal of Ikey Solomons from the scene, his mantle fell upon worthy successors.|English
LJ012-0076|There was an increase rather than an abatement in jewel and bullion robberies in the years immediately following,|English
LJ012-0077|and the thieves seem to have had no difficulty in disposing of their spoil.|English
LJ012-0078|One of the largest robberies of its class was that effected upon the Custom House in the winter of eighteen thirty-four.|English
LJ012-0079|A large amount of specie was nearly always retained here in the department of the Receiver of Fines.|English
LJ012-0080|This was known to some clerks in the office, who began to consider how they might lay hands on a lot of cash.|English
LJ012-0081|Being inexperienced, they decided to call in the services of a couple of professional housebreakers,|English
LJ012-0082|Jordan and Sullivan, who at once set to work in a business-like way to obtain impressions of the keys of the strong room and chest.|English
LJ012-0083|But before committing themselves to an attempt on the latter, it was of importance to ascertain how much it usually contained.|English
LJ012-0084|For this purpose Jordan waited on the receiver to make a small payment, for which he tendered a fifty-pound note.|English
LJ012-0085|The chest was opened to give change, and a heavy tray lifted out which plainly held some four thousand pounds in cash.|English
LJ012-0086|Some difficulty then arose as to gaining admission to the strong room, and it was arranged that a man, May, another Custom House clerk,|English
LJ012-0087|should be introduced into the building, and secreted there during the night to accomplish the robbery.|English
LJ012-0088|May was smuggled in through a window on the esplanade behind an opened umbrella. When the place was quite deserted|English
LJ012-0089|he broke open the chest and stole four thousand, seven hundred pounds in notes, with a quantity of gold and some silver.|English
LJ012-0090|He went out next morning with the booty when the doors were re-opened, and attracted no attention.|English
LJ012-0091|"The spoil was fairly divided; part of the notes were disposed of to a traveling ""receiver,"" who passed over to the Continent and there cashed them easily."|English
LJ012-0092|This occurred in November eighteen thirty-four. The Custom House officials were in a state of consternation,|English
LJ012-0093|and the police were unable at first to get on the track of the thieves.|English
LJ012-0094|While the excitement was still fresh, a new robbery of diamonds was committed at a bonded warehouse in the immediate neighborhood, on Custom House Quay.|English
LJ012-0095|The jewels had belonged to a Spanish countess recently deceased, who had sent them to England for greater security on the outbreak of the first Carlist war.|English
LJ012-0096|At her death the diamonds were divided between her four daughters, but only half had been claimed,|English
LJ012-0097|and at the time of the robbery there were still six thousand pounds worth in the warehouse.|English
LJ012-0098|These were deposited in an iron chest of great strength on the second floor.|English
LJ012-0099|The thieves it was supposed had secreted themselves in the warehouse during business hours, and waited till night to carry out their plans.|English
LJ012-0100|Some ham sandwiches, several cigar ends, and two empty champagne bottles were found on the premises next day, showing how they had passed their time.|English
LJ012-0101|They had had serious work to get at the diamonds. It was necessary to force one heavy door from its hinges, and to cut through the thick panels of another.|English
LJ012-0102|"The lock and fastenings of the chest were forced by means of a ""jack,"" an instrument known to housebreakers,"|English
LJ012-0103|which if introduced into a keyhole, and worked like a bit and brace, will soon destroy the strongest lock.|English
LJ012-0104|The thieves were satisfied with the diamonds; they broke open other cases containing gold watches and plate, but abstracted nothing.|English
LJ012-0105|The police were of opinion that these robberies were both the work of the same hand.|English
LJ012-0106|But it was not until the autumn that they traced some of the notes stolen from the Custom House to Jordan and Sullivan.|English
LJ012-0107|About this time also suspicion fell upon Huey, one of the clerks, who was arrested soon afterwards, and made a clean breast of the whole affair.|English
LJ012-0108|There was a hunt for the two well-known house-breakers, who were eventually heard of at a lodging in Kennington.|English
LJ012-0109|But they at once made tracks, and took up their residence under assumed names in a tavern in Bloomsbury.|English
LJ012-0110|The police lost all trace of them for some days, but at length Sullivan's brother was followed from the house in Kennington to the above-mentioned tavern.|English
LJ012-0111|Both the thieves were now apprehended, but only a small portion of the lost property was recovered,|English
LJ012-0112|notwithstanding a minute search through the room they had occupied.|English
LJ012-0113|After their arrest, Jordan's wife and Sullivan's brother came to the inn, and begged to be allowed to visit this room;|English
LJ012-0114|but their request, in spite of their earnest entreaties,|English
LJ012-0115|was refused, at the instigation of the police. A few days later a frequent guest at the tavern arrived, and had this same room allotted to him.|English
LJ012-0116|A fire was lit in it, and the maid in doing so threw a lot of rubbish, as it seemed, which had accumulated under the grate, on top of the burning coals.|English
LJ012-0117|By-and-by the occupant of the room noticed something glittering in the center of the fire, which, to inspect more closely, he took out with the tongs.|English
LJ012-0118|It was a large gold brooch set in pearls, but a portion of the mounting had melted with the heat.|English
LJ012-0119|The fire was raked out, and in the ashes were found seven large and four dozen small brilliants, also seven emeralds,|English
LJ012-0120|one of them of considerable size.|English
LJ012-0121|"A part of the ""swag"" stolen from the bonded warehouse was thus recovered, but it was supposed that a number of the stolen notes had perished in the fire."|English
LJ012-0122|The condign punishment meted out to these Custom House robbers had no deterrent effect seemingly.|English
LJ012-0123|Within three months, three new and most mysterious burglaries were committed at the West End, all in houses adjoining each other.|English
LJ012-0124|One was occupied by the Portuguese ambassador, who lost a quantity of jewelery from an escritoire, and his neighbors lost plate and cash.|English
LJ012-0125|"Not the slightest clue to these large affairs was ever obtained, but it is probable that they were ""put up"" jobs, or managed with the complicity of servants."|English
LJ012-0126|The next year twelve thousand sovereigns were cleverly stolen in the Mile End Road.|English
LJ012-0127|The gold-dust robbery of eighteen thirty-nine, the first of its kind, was cleverly and carefully planned with the assistance of a dishonest employee.|English
LJ012-0128|A young man named Caspar, clerk to a steam-ship company,|English
LJ012-0129|learnt through the firm's correspondence that a quantity of gold-dust|English
LJ012-0130|brought in a man-of-war from Brazil had been transhipped at Falmouth for conveyance to London.|English
LJ012-0131|The letter informed him of the marks and sizes of the cases containing the precious metal,|English
LJ012-0132|and he with his father arranged that a messenger should call for the stuff with forged credentials, and anticipating the rightful owner.|English
LJ012-0133|The fraudulent messenger, by the help of young Caspar, established his claim to the boxes, paid the wharfage dues, and carried off the gold-dust.|English
LJ012-0134|Presently the proper person arrived from the consignees, but found the gold-dust gone.|English
LJ012-0135|The police were at once employed, and after infinite pains they discovered the person, one Moss, who had acted as the messenger.|English
LJ012-0136|Moss was known to be intimate with the elder Caspar,|English
LJ012-0137|father of the clerk to the steam-ship company, and these facts were deemed sufficient to justify the arrest of all three.|English
LJ012-0138|They also ascertained that a gold-refiner,|English
LJ012-0139|Solomons, had sold bar gold to the value of one thousand two hundred pounds to certain bullion dealers.|English
LJ012-0140|Solomons was not straightforward in his replies as to where he got the gold, and he was soon placed in the dock with the Caspars and Moss.|English
LJ012-0141|Moss presently turned approver,|English
LJ012-0142|"and implicated ""Money Moses,"" another Jew, for the whole affair had been planned and executed by members of the Hebrew persuasion."|English
LJ012-0143|Money Moses had received the stolen gold-dust from Moss' father-in-law, Davis, or Isaacs, who was never arrested,|English
LJ012-0144|and passed it on to Solomons by his daughter, a widow named Abrahams.|English
LJ012-0145|Solomons was now also admitted as a witness, and his evidence, with that of Moss, secured the transportation of the principal actors in the theft.|English
LJ012-0146|In the course of the trial it came out that almost every one concerned except the Caspars had endeavored to defraud his accomplices.|English
LJ012-0147|Moss peached because he declared he had been done out of the proper price of the gold-dust; but it was clear that he had tried to appropriate the whole of the stuff,|English
LJ012-0148|instead of handing it or the price of it back to the Caspars.|English
LJ012-0149|Money Moses and Mrs. Abrahams imposed upon Moss as to the price paid by Solomons;|English
LJ012-0150|Mrs. Abrahams imposed upon her father by abstracting a portion of the dust and selling it on her own account;|English
LJ012-0151|Solomons cheated the whole lot by retaining half the gold in his possession, and only giving an I. O. U. for it,|English
LJ012-0152|which he refused to redeem on account of the row about the robbery.|English
LJ012-0153|Moses, it may be added, was a direct descendant of Ikey Solomons.|English
LJ012-0154|He was ostensibly a publican,|English
LJ012-0155|and kept the Black Lion in Vinegar Yard, Drury Lane, where secretly he did business as one of the most daring and successful fencers ever known in the metropolis.|English
LJ012-0156|His arrest and conviction cast dismay over the whole gang of receivers, and for a time seriously checked the nefarious traffic.|English
LJ012-0157|"It may be added that prison life did not agree with ""Money Moses""; a striking change came over his appearance while in Newgate."|English
LJ012-0158|Before his confinement he had been a sleek round person, addicted obviously to the pleasures of the table.|English
LJ012-0159|He did not thrive on prison fare,|English
LJ012-0160|now more strictly meager, thanks to the inspectors and the more stringent discipline, and before he embarked for Australia to undergo his fourteen years,|English
LJ012-0161|he was reported to have fallen away to a shadow.|English
LJ012-0162|Having brought down the records of great frauds, forgeries, and thefts from about eighteen twenty-five to eighteen forty,|English
LJ012-0163|I will now retrace my steps and give some account of the more remarkable murders during that period.|English
LJ012-0164|No murder has created greater sensation and horror throughout England than that of Mr. Weare by Thurtell, Hunt, and Probert.|English
LJ012-0165|As this was accomplished beyond the limits of the metropolis, and its perpetrators arraigned at Hertford,|English
LJ012-0166|where the principal actor suffered death, the case hardly comes within the limits of my subject.|English
LJ012-0167|But Probert, who turned king's evidence, and materially assisted conviction,|English
LJ012-0168|was tried at the Old Bailey the following year for horse-stealing, and hanged in front of Newgate.|English
LJ012-0169|The murder was still fresh in the memory of the populace, and Probert was all but lynched on his way to jail.|English
LJ012-0170|According to his statement, when sentenced to death, he had been driven to horse-stealing by the execration which had pursued him after the murder.|English
LJ012-0171|Every door had been closed against him, every hope of future support blasted.|English
LJ012-0172|"Since the calamitous event,"" he went on, ""that happened at Hertford, I have been a lost man."""|English
LJ012-0173|The event which he styles calamitous we may well characterize as one of the most deliberately atrocious murders on record.|English
LJ012-0174|Thurtell was a gambler, and Weare had won a good deal of money from him.|English
LJ012-0175|"Weare was supposed to carry a ""private bank"" about with him in a pocket in his under waistcoat."|English
LJ012-0176|To obtain possession of this, Thurtell with his two associates resolved to kill him.|English
LJ012-0177|The victim was invited to visit Probert's cottage in the country near Elstree.|English
LJ012-0178|"Thurtell drove him down in a gig, ""to be killed as he traveled,"" in Thurtell's own words."|English
LJ012-0179|The others followed, and on overtaking Thurtell, found he had done the job alone in a retired part of the road known as Gill's Hill Lane.|English
